time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,horizontalError,depthError,magError,magNst,tipo sismicidad
2008-11-04T10:32:00.000Z,-31.77,-72.021,35,4.6,mb,42,113,,,us,usp000gmxk,"87 km NNW of Vallenar, Chile",,,,7,1
2008-10-30T01:32:40.000Z,-31.77,-71.892,18,5.3,mwb,218,93,,,us,usp000gmcx,"51 km SE of Antofagasta, Chile",,,,,1
2008-10-28T15:23:51.120Z,-31.77,-71.654,36.4,4.7,mb,37,115.6,,0.93,us,usp000gm7j,"61 km W of La Ligua, Chile",,8.8,,8,1
2008-10-27T08:54:08.000Z,-31.77,-70.403,27.5,4.4,mb,18,140.7,,,us,usp000gm4h,"68 km S of Iquique, Chile",,,,10,1
2008-10-18T07:38:40.100Z,-31.77,-69.64,56.1,4.1,mb,22,114.7,,1.08,us,usp000gkgg,"22 km WNW of Coquimbo, Chile",,13.5,,3,1
2008-10-18T01:04:03.710Z,-31.7694,-71.4177,39.3,4.2,mb,21,117,,0.96,us,usp000gkfy,"53 km SE of Molina, Chile",,10.9,,8,1
2008-10-16T20:06:10.400Z,-31.7689,-71.7135,115,4.5,md,22,91.8,,,us,usp000gkdg,Chile-Argentina border region,,,,,0
2008-10-16T04:36:06.100Z,-31.768,-71.998,66.3,4.8,mb,42,120.3,,,us,usp000gkby,"48 km SSW of Ovalle, Chile",,,,2,0
2008-10-15T12:27:23.090Z,-31.768,-71.857,77.4,4,mb,15,112.6,,1.18,us,usp000gkaa,"82 km NNW of Iquique, Chile",,14.3,,1,0
2008-10-13T03:27:15.600Z,-31.767,-71.879,46.5,4,m,4,197.3,,,us,usp000gk4r,"82 km N of Antofagasta, Chile",,,,,1
2008-10-09T12:49:35.500Z,-31.7658,-72.1038,43.1,4.1,md,12,190.3,,,us,usp000gjsb,"62 km WSW of Santa Cruz, Chile",,,,,1
2008-10-01T17:03:46.880Z,-31.7653,-72.01,99.3,5.2,mwc,159,79.1,,0.83,us,usp000gj34,"43 km ESE of Teno, Chile",,,,,0
2008-09-29T03:40:43.000Z,-31.764,-71.948,107.2,4,mb,17,102.2,,,us,usp000ghxh,"19 km ESE of Rengo, Chile",,,,1,0
2008-09-27T05:34:58.900Z,-31.764,-71.804,140.1,4.7,mb,31,60.2,,,us,usp000ghtz,"43 km ESE of Parral, Chile",,,,8,0
2008-09-25T02:04:59.900Z,-31.7637,-71.9308,69.8,4.6,mb,20,97.9,,,us,usp000ghnw,"52 km SSE of Tocopilla, Chile",,,,1,0
2008-09-24T08:35:52.500Z,-31.7636,-72.2219,44.6,4.1,md,5,147.9,,,us,usp000ghme,"90 km SSE of Antofagasta, Chile",,,,,1
2008-09-22T04:51:39.900Z,-31.7633,-72.2463,22.2,4.5,ml,23,198,,,us,usp000ghgv,"33 km SW of Coquimbo, Chile",,,,,1
2008-09-20T04:00:23.310Z,-31.763,-72.065,67.8,4.6,mb,94,84.9,,0.81,us,usp000ghd2,"71 km N of Vicuña, Chile",,,,31,0
2008-09-17T22:53:12.500Z,-31.7628,-72.2635,30.5,4.8,mb,50,58.1,,,us,usp000gh8g,"35 km WSW of Ovalle, Chile",,,,19,1
2008-09-14T16:45:30.900Z,-31.762,-72.187,65,4.2,mb,32,87.6,,,us,usp000gh1r,"66 km WSW of Calama, Chile",,,,7,0
2008-09-10T18:40:00.600Z,-31.7611,-72.1201,119,4.6,mb,18,120.5,,,us,usp000ggtr,"38 km E of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",,,,1,0
2008-09-08T23:18:26.800Z,-31.761,-72.218,114.3,4,md,8,139.5,,,us,usp000ggpj,"76 km NNE of San Felipe, Chile",,,,,0
2008-09-06T02:28:05.500Z,-31.761,-71.761,145.8,4.2,mb,25,65.7,,1.08,us,usp000gggn,"40 km WNW of Aluminé, Argentina",,5.8,,4,0
2008-09-05T05:12:12.100Z,-31.761,-71.387,47,4.7,mb,120,79.3,,,us,usp000ggev,"71 km WSW of Diego de Almagro, Chile",,,,69,1
2008-09-05T01:11:22.000Z,-31.759,-72.206,22.8,4,ml,8,199.3,,,us,usp000ggek,"38 km WSW of La Ligua, Chile",,,,,1
2008-09-04T19:23:15.760Z,-31.759,-72.0813,34.3,4.2,mb,16,98.3,,1.31,us,usp000gge0,"91 km S of Pacocha, Peru",,,,1,1
2008-09-04T06:18:52.100Z,-31.759,-72.059,35,4.5,mb,7,177.3,,,us,usp000ggce,"56 km W of Coquimbo, Chile",,,,1,1
2008-08-29T14:02:25.800Z,-31.759,-71.425,37.6,4,md,6,212.2,,,us,usp000gfxu,"60 km SW of Ovalle, Chile",,,,,1
2008-08-28T22:23:03.200Z,-31.759,-71.353,118.7,4.2,mb,36,83.1,,,us,usp000gfvv,"19 km E of Molina, Chile",,,,6,0
2008-08-28T09:57:40.800Z,-31.759,-69.901,17.2,4.2,ml,19,69.3,,,us,usp000gftz,"68 km SE of Rengo, Chile",,,,,1
2008-08-24T08:27:46.600Z,-31.7586,-72.295,148.3,4.1,m,24,77.8,,,us,usp000gfdd,"50 km WSW of Calingasta, Argentina",,,,,0
2008-08-19T03:30:07.260Z,-31.7585,-72.2401,40,4.1,mb,15,129.1,,1.13,us,usp000gezn,"45 km W of Iquique, Chile",,11,,4,1
2008-08-17T21:23:10.100Z,-31.758,-72.134,64.7,4.9,mb,135,95.8,,,us,usp000gex4,"86 km SSW of Iquique, Chile",,,,75,0
2008-08-17T08:01:51.500Z,-31.758,-72.099,9,4.7,mb,23,86.5,,,us,usp000gevg,"38 km NE of Puyehue, Chile",,,,4,1
2008-08-14T22:24:07.950Z,-31.758,-71.95,10,4.3,mb,12,145,,0.54,us,usp000gepm,"100 km WNW of Iquique, Chile",,,,2,1
2008-08-13T19:57:25.110Z,-31.758,-71.877,30,4.2,mb,18,93.3,,1.32,us,usp000gekq,"153 km WNW of Tocopilla, Chile",,0,,2,1
2008-08-13T05:23:42.200Z,-31.757,-72.151,154.2,4.3,m,25,76.6,,,us,usp000gej0,"59 km E of Molina, Chile",,,,,0
2008-08-13T00:29:07.200Z,-31.756,-69.588,7.3,4.4,mb,24,116.6,,,us,usp000gehg,"64 km WNW of Vallenar, Chile",,,,6,1
2008-07-31T00:03:36.600Z,-31.755,-71.157,26.7,4.2,ml,16,137.4,,,us,usp000gdgj,"75 km N of Iquique, Chile",,,,,1
2008-07-27T12:04:38.100Z,-31.7548,-72.0692,60.6,4,md,10,184.3,,,us,usp000gd8m,"26 km SW of Salamanca, Chile",,,,,0
2008-07-25T12:13:07.830Z,-31.7546,-71.6805,23.3,5.1,mb,158,55.1,,0.78,us,usp000gd46,"48 km NNW of Vallenar, Chile",,7.6,,92,1
2008-07-25T11:09:23.480Z,-31.754,-71.928,35,4.1,mb,31,113.6,,1.28,us,usp000gd43,"70 km WSW of Diego de Almagro, Chile",,,,8,1
2008-07-19T03:21:56.570Z,-31.754,-71.5611,107,4,mb,16,98.2,,1.41,us,usp000gcjp,"65 km SSE of Palca, Peru",,12,,4,0
2008-07-17T20:46:22.600Z,-31.754,-69.76,35.9,4.1,ml,22,158.7,,,us,usp000gcer,"95 km WNW of La Ligua, Chile",,,,,1
2008-07-17T13:42:44.100Z,-31.7533,-71.7524,9.3,4,ml,10,310.7,,,us,usp000gcdw,"88 km WNW of La Ligua, Chile",,,,,1
2008-07-16T16:08:32.700Z,-31.7533,-70.633,29.1,4,ml,23,120.7,,,us,usp000gcbc,"96 km WNW of La Ligua, Chile",,,,,1
2008-07-16T06:47:40.000Z,-31.753,-70.02,2.1,4,ml,17,152.9,,,us,usp000gca7,"94 km W of Illapel, Chile",,,,,1
2008-07-15T19:17:42.790Z,-31.7529,-72.0479,25,4.9,mb,146,94.5,,0.94,us,usp000gc91,"49 km S of Tocopilla, Chile",,10.4,,101,1
2008-07-15T03:39:43.000Z,-31.752,-72.237,3.7,4,ml,14,213.9,,,us,usp000gc74,"102 km W of Illapel, Chile",,,,,1
2008-07-14T17:22:41.600Z,-31.752,-71.619,15,4.5,mb,30,145,,,us,usp000gc5t,"63 km NNW of Valparaíso, Chile",,,,1,1
2008-07-14T02:07:42.100Z,-31.752,-71.295,35.3,4.2,mb,18,122.5,,,us,usp000gc3x,"66 km N of Antofagasta, Chile",,,,3,1
2008-07-09T19:58:40.330Z,-31.7517,-72.1037,44.3,4.6,mb,51,100.8,,0.98,us,usp000gbs1,"70 km NNE of Antofagasta, Chile",,7.3,,23,1
2008-07-09T06:01:01.620Z,-31.7517,-72.0376,99.5,4.4,mb,36,137.1,,1.13,us,usp000gbq7,"74 km NNW of Iquique, Chile",,10,,18,0
2008-07-08T12:53:17.000Z,-31.7517,-72.0152,85.7,4.5,m,17,98.5,,,us,usp000gbn6,"101 km NE of Iquique, Chile",,,,,0
2008-07-08T12:08:39.700Z,-31.751,-71.44,27.3,4.8,ml,27,120.2,,,us,usp000gbn3,"52 km SW of Ovalle, Chile",,,,,1
2008-07-08T03:02:27.600Z,-31.7507,-72.1352,31.9,4.2,ml,20,202.2,,,us,usp000gbma,"94 km W of Illapel, Chile",,,,,1
2008-07-07T23:57:10.000Z,-31.7502,-71.7425,7.8,4,mb,7,265,,,us,usp000gbm0,"61 km ESE of Calbuco, Chile",,,,1,1
2008-07-05T17:42:33.200Z,-31.75,-71.847,69.7,4.3,md,17,151.5,,,us,usp000gbdp,"50 km NNE of Vallenar, Chile",,,,,0
2008-07-03T23:04:50.800Z,-31.75,-71.83,42,4.3,mb,24,67.6,,,us,usp000gb94,"14 km WSW of La Ligua, Chile",,,,5,1
2008-07-03T19:35:17.300Z,-31.75,-70.742,97,4.2,m,9,193.7,,,us,usp000gb8n,"9 km ENE of Molina, Chile",,,,,0
2008-06-27T14:31:38.890Z,-31.75,-69.858,35,4.8,mb,77,85,,0.96,us,usp000gaqn,"54 km WSW of Vallenar, Chile",,,,38,1
2008-06-26T20:35:11.500Z,-31.7499,-72.1791,50,4.8,mb,23,152.4,,,us,usp000ganc,"67 km WSW of Vallenar, Chile",,,,1,1
2008-06-25T05:36:48.200Z,-31.7498,-72.0334,123.8,4.1,m,13,87.9,,,us,usp000gagx,"11 km E of Parral, Chile",,,,,0
2008-06-24T20:50:27.400Z,-31.7494,-72.1254,79,4.2,mb,32,71.2,,,us,usp000gafw,"15 km NNW of Longaví, Chile",,,,5,0
2008-06-21T07:40:41.400Z,-31.749,-71.859,90.9,4.5,mb,34,76.4,,,us,usp000ga7q,"7 km S of Colbún, Chile",,,,7,0
2008-06-16T21:02:34.970Z,-31.749,-71.633,55.2,4.8,mb,109,46.1,,0.84,us,usp000g9us,"7 km NE of La Ligua, Chile",,3.5,,24,1
2008-06-16T09:28:36.600Z,-31.7486,-71.6779,20.9,4.1,ml,17,198.7,,,us,usp000g9te,"59 km W of Illapel, Chile",,,,,1
2008-06-16T04:58:52.400Z,-31.748,-72.217,3.2,4.1,ml,24,193.3,,,us,usp000g9sv,"63 km W of Cartagena, Chile",,,,,1
2008-06-16T04:07:58.400Z,-31.7471,-71.6419,4.1,4,ml,19,161.1,,,us,usp000g9sn,"65 km WNW of Cartagena, Chile",,,,,1
2008-06-15T06:13:48.600Z,-31.746,-72.0871,22,4.4,mb,32,147.7,,,us,usp000g9q3,"76 km WSW of Illapel, Chile",,,,9,1
2008-06-14T03:35:14.700Z,-31.746,-71.879,96.5,4.6,mb,118,50.3,,,us,usp000g9jm,"5 km S of Puente Alto, Chile",,,,61,0
2008-06-06T05:10:58.100Z,-31.7452,-72.104,28.6,4.3,ml,10,172.6,,,us,usp000g8py,"71 km W of Coquimbo, Chile",,,,,1
2008-06-04T16:55:17.260Z,-31.745,-72.167,137.4,4.2,mb,10,142.6,,0.85,us,usp000g8j3,"50 km SE of Calana, Peru",,8.6,,1,0
2008-06-04T09:24:54.100Z,-31.745,-72.121,33.3,4.6,ml,10,197.8,,,us,usp000g8hg,"44 km SSW of Coquimbo, Chile",,,,,1
2008-06-01T12:30:31.380Z,-31.745,-71.65,123.9,4.4,mb,25,100.7,,1.36,us,usp000g8ac,"55 km SE of Palca, Peru",,,,6,0
2008-05-31T02:22:23.000Z,-31.745,-71.493,9.3,4.4,ml,6,152,,,us,usp000g85u,"49 km WNW of Lago Puelo, Argentina",,,,,1
2008-05-29T05:08:07.700Z,-31.745,-70.241,9.7,4.5,mb,7,152,,,us,usp000g80y,"50 km WNW of Lago Puelo, Argentina",,,,1,1
2008-05-28T18:16:16.720Z,-31.745,-70.22,10,4.5,mb,15,215.7,,1.23,us,usp000g7zt,"61 km WNW of Lago Puelo, Argentina",,,,1,1
2008-05-27T06:09:30.660Z,-31.744,-69.694,195.5,4.2,mb,15,134.7,,0.76,us,usp000g7vr,"74 km NNE of Barrancas, Argentina",,8.3,,7,0
2008-05-25T13:22:58.690Z,-31.744,-69.638,51,4.7,mb,16,193.4,,0.7,us,usp000g7rp,"71 km WNW of Illapel, Chile",,13.3,,1,1
2008-05-24T13:08:08.700Z,-31.7436,-71.9705,10,4.6,mb,21,126,,0.78,us,usp000g7na,"59 km W of Lago Puelo, Argentina",,,,7,1
2008-05-24T06:53:22.710Z,-31.743,-71.408,10,4.9,mb,79,113.3,,0.87,us,usp000g7md,"33 km W of Lago Puelo, Argentina",,,,46,1
2008-05-24T06:26:23.600Z,-31.742,-70.896,10,5,mb,103,113.3,,0.91,us,usp000g7mb,"50 km W of Lago Puelo, Argentina",,,,60,1
2008-05-24T02:43:36.000Z,-31.741,-72.193,9.4,5.4,mwc,224,57.5,,,us,usp000g7m1,"49 km WNW of Lago Puelo, Argentina",,,,,1
2008-05-22T01:56:57.590Z,-31.74,-71.954,35,4.7,mb,42,147.2,,1.41,us,usp000g7f9,"49 km SW of Coquimbo, Chile",,,,25,1
2008-05-22T01:34:04.940Z,-31.739,-72.456,26.5,4.9,mb,30,149.9,,0.88,us,usp000g7f8,"64 km WSW of Coquimbo, Chile",,,,9,1
2008-05-18T17:14:50.700Z,-31.739,-71.806,24.8,4.7,mb,56,115.6,,,us,usp000g765,"87 km WNW of Illapel, Chile",,,,14,1
2008-05-16T11:52:19.100Z,-31.739,-70.034,108.5,4.3,m,10,198.3,,,us,usp000g6yx,"4 km WNW of Longaví, Chile",,,,,0
2008-05-16T02:02:21.460Z,-31.739,-69.678,100.8,4.7,mb,79,108.3,,0.98,us,usp000g6xj,"58 km SE of Monte Patria, Chile",,3.8,,23,0
2008-05-11T10:48:28.700Z,-31.7384,-71.8582,43.5,4.7,mb,103,84.6,,,us,usp000g63d,"73 km WSW of Vallenar, Chile",,,,52,1
2008-05-06T06:52:04.800Z,-31.738,-71.545,44.7,4.7,mb,111,92.9,,,us,usp000g5ms,"106 km SSE of Antofagasta, Chile",,,,64,1
2008-05-05T06:58:54.240Z,-31.7373,-72.2605,99.7,4.4,mb,14,134,,1.48,us,usp000g5hv,"18 km ESE of Sama Grande, Peru",,11.9,,1,0
2008-05-03T04:09:54.700Z,-31.7367,-71.9481,70.2,4.2,m,11,127.7,,,us,usp000g5cz,"73 km S of Iquique, Chile",,,,,0
2008-05-03T02:36:12.780Z,-31.7366,-71.6289,10,5,mwc,113,72.4,,0.98,us,usp000g5cm,"40 km ENE of Chaitén, Chile",,,,,1
2008-05-02T16:42:30.300Z,-31.7364,-71.953,10,4.7,mb,22,145.6,,1.34,us,usp000g5bu,"27 km NE of Chaitén, Chile",,,,9,1
2008-05-02T11:13:16.790Z,-31.7363,-72.0265,10,4.9,mb,75,72.7,,1.14,us,usp000g5b3,"34 km NE of Chaitén, Chile",,,,41,1
2008-05-02T09:55:55.360Z,-31.736,-72.208,10,4.1,mb,9,161.8,,1.14,us,usp000g5ax,"21 km NE of Chaitén, Chile",,,,2,1
2008-05-02T06:01:37.400Z,-31.736,-71.906,43.9,4.4,mb,43,100.4,,,us,usp000g5ah,"43 km NE of La Serena, Chile",,,,9,1
2008-05-02T05:51:24.550Z,-31.736,-71.254,10,5.2,mwc,132,51.2,,1.1,us,usp000g5ag,"39 km ENE of Chaitén, Chile",,,,,1
2008-05-02T03:55:26.920Z,-31.736,-69.931,10,4.6,mb,26,150.4,,1,us,usp000g5ab,"30 km NE of Chaitén, Chile",,,,16,1
2008-05-02T01:34:23.170Z,-31.7353,-72.0251,10,4.4,mb,14,171.2,,1.24,us,usp000g59w,"21 km ENE of Chaitén, Chile",,,,4,1
2008-05-01T03:52:08.900Z,-31.735,-71.392,2.1,4.4,mb,15,140,,,us,usp000g57u,"23 km ENE of Chaitén, Chile",,,,8,1
2008-04-30T08:16:42.800Z,-31.734,-72.49,49.2,4,md,7,177.6,,,us,usp000g55s,"35 km ESE of Tocopilla, Chile",,,,,1
2008-04-23T07:06:27.300Z,-31.734,-72.213,103.4,4.6,mb,60,83.9,,,us,usp000g4mb,"6 km NNE of Rengo, Chile",,,,23,0
2008-04-21T15:04:29.160Z,-31.734,-71.842,104.2,4,m,9,117.1,,1.39,us,usp000g4gb,"53 km E of Arica, Chile",,24.9,,,0
2008-04-18T02:17:15.300Z,-31.734,-71.723,35.5,4.1,mb,23,147.4,,,us,usp000g46x,"4 km WSW of Cauquenes, Chile",,,,4,1
2008-04-17T07:57:18.140Z,-31.7338,-72.214,27.1,5.1,mwc,96,107.2,,1.19,us,usp000g453,"74 km WNW of Iquique, Chile",,,,,1
2008-04-17T07:24:45.740Z,-31.733,-71.813,119.5,4.7,mb,28,127.7,,1.17,us,usp000g451,"51 km SE of Palca, Peru",,,,7,0
2008-04-16T08:47:01.900Z,-31.7328,-72.2292,68.1,4.4,m,8,197.8,,,us,usp000g428,"44 km WNW of Ovalle, Chile",,,,,0
2008-04-12T21:21:57.900Z,-31.7323,-71.7325,29.7,4,ml,21,197.6,,,us,usp000g3t1,"44 km W of La Ligua, Chile",,,,,1
2008-04-12T19:09:35.150Z,-31.7321,-72.4912,129.2,4,mb,21,124.1,,1.43,us,usp000g3sr,"37 km SE of Palca, Peru",,10.7,,9,0
2008-04-11T18:36:57.450Z,-31.732,-71.741,52,4.5,mb,46,94.5,,1.18,us,usp000g3pt,"83 km NE of Antofagasta, Chile",,7.5,,18,1
2008-04-08T08:24:36.420Z,-31.732,-70.987,28.7,4.4,mb,33,111,,1.28,us,usp000g3bk,"41 km SSW of Taltal, Chile",,,,6,1
2008-04-07T17:38:41.720Z,-31.732,-69.919,63,4.8,mb,16,118.4,,1.82,us,usp000g3ac,"80 km WSW of Copiapó, Chile",,14.6,,2,0
2008-04-07T15:13:14.100Z,-31.7317,-71.9336,21.5,4.3,ml,4,208,,,us,usp000g3a7,"68 km W of Taltal, Chile",,,,,1
2008-04-07T12:15:58.000Z,-31.7308,-71.9781,36.1,4.1,m,6,267.4,,,us,usp000g39z,"42 km SW of Ovalle, Chile",,,,,1
2008-04-03T17:22:44.000Z,-31.7306,-71.4545,56.7,4,m,10,181.7,,,us,usp000g31r,"28 km W of La Ligua, Chile",,,,,1
2008-04-03T07:25:01.670Z,-31.7304,-71.9666,33.5,4.5,mb,29,144.1,,1.13,us,usp000g30x,"87 km WSW of Copiapó, Chile",,,,9,1
2008-04-03T01:00:21.300Z,-31.73,-70.934,32.5,5.1,ml,32,64.7,,,us,usp000g2zw,"69 km W of Vallenar, Chile",,,,,1
2008-04-01T22:48:04.700Z,-31.73,-70.055,54.4,4.4,mb,54,99.8,,,us,usp000g2xb,"34 km NNW of Talca, Chile",,,,4,1
2008-04-01T14:38:17.000Z,-31.729,-72.1447,10.6,4.1,mb,19,157.9,,1.22,us,usp000g2wj,"89 km WSW of Illapel, Chile",,14.2,,1,1
2008-04-01T02:57:53.300Z,-31.729,-71.885,10.1,4.5,ml,16,198.4,,,us,usp000g2v5,"29 km WNW of Coquimbo, Chile",,,,,1
2008-03-31T20:58:05.300Z,-31.7284,-72.2932,30.1,4.4,ml,25,166.8,,,us,usp000g2ud,"44 km W of La Ligua, Chile",,,,,1
2008-03-30T18:13:58.640Z,-31.728,-72.088,76.2,4.7,m,21,113.5,,0.85,us,usp000g2r8,"52 km NNE of Diego de Almagro, Chile",,,,,0
2008-03-26T08:46:24.000Z,-31.728,-71.898,45.7,4,md,10,185,,,us,usp000g2d7,"26 km W of La Ligua, Chile",,,,,1
2008-03-25T12:11:23.950Z,-31.728,-71.678,10,4.2,mb,21,93,,1.39,us,usp000g2bb,"90 km NNW of Antofagasta, Chile",,,,2,1
2008-03-23T17:57:31.200Z,-31.728,-71.615,118.3,4,md,11,180,,,us,usp000g257,"58 km NE of Salamanca, Chile",,,,,0
2008-03-22T17:33:25.850Z,-31.7275,-71.3792,51.2,4.2,mb,30,132.3,,1.26,us,usp000g22e,"78 km S of Pacocha, Peru",,8.9,,10,1
2008-03-19T15:44:21.420Z,-31.7266,-71.2874,53.8,4.7,mb,40,114.7,,0.81,us,usp000g1t6,"11 km WNW of Coquimbo, Chile",,,,5,1
2008-03-15T01:04:25.840Z,-31.7262,-71.9113,110.8,4,mb,8,137,,1.59,us,usp000g1gv,"117 km E of Vallenar, Chile",,14,,2,0
2008-03-13T01:48:38.700Z,-31.7257,-71.8636,41.7,4,md,5,278.3,,,us,usp000g1c5,"68 km NW of Illapel, Chile",,,,,1
2008-03-12T05:20:09.300Z,-31.725,-71.903,47,4.3,md,14,122.3,,,us,usp000g19w,"31 km NW of Vallenar, Chile",,,,,1
2008-03-10T07:47:37.400Z,-31.725,-71.707,38.8,4.1,m,6,205.3,,,us,usp000g14u,"13 km NW of La Serena, Chile",,,,,1
2008-03-10T05:06:09.490Z,-31.724,-71.968,30.9,4.9,mb,128,94.7,,1.16,us,usp000g14f,"41 km S of Tocopilla, Chile",,,,62,1
2008-03-07T10:43:48.000Z,-31.724,-71.831,39.6,4.3,md,12,109.5,,,us,usp000g0wx,"75 km NE of Antofagasta, Chile",,,,,1
2008-03-06T21:38:57.900Z,-31.724,-71.314,46.6,4.5,m,17,169.8,,,us,usp000g0vm,"38 km W of Coquimbo, Chile",,,,,1
2008-03-06T12:40:11.000Z,-31.723,-72.009,45.5,4.1,md,11,181.2,,,us,usp000g0uu,"26 km WNW of La Ligua, Chile",,,,,1
2008-03-06T07:55:11.800Z,-31.7223,-71.9942,38.8,4.1,md,4,179.6,,,us,usp000g0uc,"50 km S of Taltal, Chile",,,,,1
2008-03-01T19:51:59.310Z,-31.7219,-72.0159,36.6,5.7,mwb,374,40.6,,0.9,us,usp000g0e3,"22 km ESE of Iquique, Chile",,,,,1
2008-02-29T13:43:04.500Z,-31.7214,-72.1728,44.7,4.2,md,4,170.8,,,us,usp000g0a6,"51 km ESE of Taltal, Chile",,,,,1
2008-02-29T03:09:26.100Z,-31.72,-72.156,67.9,4.1,md,6,232.1,,,us,usp000g093,"19 km S of El Monte, Chile",,,,,0
2008-02-27T14:41:33.200Z,-31.7198,-72.1,46.4,4,md,10,194.5,,,us,usp000g04s,"16 km SW of Ovalle, Chile",,,,,1
2008-02-27T04:15:47.800Z,-31.718,-71.779,36.3,4.4,mb,25,111.3,,,us,usp000g03e,"37 km SSW of Tocopilla, Chile",,,,5,1
2008-02-26T12:29:09.800Z,-31.718,-71.761,132.3,4.7,mb,59,91,,,us,usp000g00r,"75 km S of Calingasta, Argentina",,,,9,0
2008-02-24T18:09:11.900Z,-31.718,-70.094,53,4.4,mb,6,155.1,,,us,usp000fzva,"24 km NNE of Ovalle, Chile",,,,1,1
2008-02-23T17:39:52.600Z,-31.717,-72.3278,88.9,4,md,6,184.3,,,us,usp000fzss,"49 km SE of Vicuña, Chile",,,,,0
2008-02-21T17:00:59.500Z,-31.717,-71.937,37.6,4.2,md,4,263.6,,,us,usp000fzhu,"55 km WSW of Ovalle, Chile",,,,,1
2008-02-20T12:42:07.810Z,-31.717,-71.703,47.7,4.3,m,20,111.9,,1.07,us,usp000fzbq,"61 km NNE of Antofagasta, Chile",,,,,1
2008-02-20T12:21:33.390Z,-31.716,-71.458,25,4.6,mb,14,214.3,,0.78,us,usp000fzbn,"37 km WSW of San Martín de los Andes, Argentina",,0,,1,1
2008-02-18T15:29:52.210Z,-31.7153,-71.3729,53.1,4.5,mb,36,110.9,,1.04,us,usp000fz6j,"97 km NNE of Tocopilla, Chile",,,,11,1
2008-02-18T10:08:45.900Z,-31.7153,-71.3416,44.3,4,md,4,207.4,,,us,usp000fz5y,"32 km W of Illapel, Chile",,,,,1
2008-02-17T14:49:09.260Z,-31.715,-71.69,40.1,4,mb,13,138.9,,1.38,us,usp000fz43,"82 km N of Iquique, Chile",,13.7,,1,1
2008-02-16T13:27:39.500Z,-31.714,-71.926,41.7,4.2,md,19,85.7,,,us,usp000fz1h,"39 km ESE of Vicuña, Chile",,,,,1
2008-02-16T04:23:37.400Z,-31.714,-71.71,52.7,4.5,mb,32,57,,,us,usp000fz0q,"53 km NE of Pucón, Chile",,,,11,1
2008-02-15T16:54:06.400Z,-31.714,-71.382,45.8,4.8,mb,30,111.7,,,us,usp000fyzf,"85 km NNE of Antofagasta, Chile",,,,5,1
2008-02-15T13:31:20.200Z,-31.713,-71.806,18.6,4.1,ml,4,195.2,,,us,usp000fyz4,"14 km ENE of Ovalle, Chile",,,,,1
2008-02-14T08:40:14.200Z,-31.712,-72.258,42.7,4.1,md,7,208.9,,,us,usp000fyw0,"21 km W of Coquimbo, Chile",,,,,1
2008-02-09T21:21:10.400Z,-31.712,-71.802,31.5,4.5,ml,33,116,,,us,usp000fyjj,"65 km SW of San Antonio, Chile",,,,,1
2008-02-08T14:16:49.000Z,-31.712,-70.354,68,4,m,10,115,,,us,usp000fyf2,"65 km ENE of Antofagasta, Chile",,,,,0
2008-02-04T17:01:29.980Z,-31.712,-69.629,35,6.3,mwc,375,45,,0.87,us,usp000fy5k,"12 km ENE of Iquique, Chile",,,,,1
2008-02-03T23:31:38.600Z,-31.7117,-71.8957,80.1,4.1,m,13,141.2,,,us,usp000fy3s,"11 km SSE of San Carlos, Chile",,,,,0
2008-02-03T03:16:32.500Z,-31.7117,-71.8907,45.8,4.4,mb,63,115.2,,,us,usp000fy1b,"25 km W of La Ligua, Chile",,,,21,1
2008-02-02T16:26:07.200Z,-31.711,-70.523,36.8,4.2,m,6,157.7,,,us,usp000fy01,"16 km SSW of Tocopilla, Chile",,,,,1
2008-02-02T02:03:16.000Z,-31.711,-69.773,19.1,4.1,ml,23,115.1,,,us,usp000fxyv,"60 km SW of Ovalle, Chile",,,,,1
2008-01-31T09:36:22.200Z,-31.7107,-72.2042,99.5,4.8,mb,86,86,,,us,usp000fxuv,"17 km ESE of Teno, Chile",,,,34,0
2008-01-31T00:09:43.390Z,-31.71,-69.785,39.3,4.4,mb,37,96.7,,1.03,us,usp000fxu2,"13 km S of Iquique, Chile",,9.6,,6,1
2008-01-28T07:01:34.000Z,-31.7093,-72.3244,30,4.9,mb,30,120.1,,,us,usp000fxmd,"69 km WSW of Ovalle, Chile",,,,2,1
2008-01-24T03:38:03.100Z,-31.709,-72.078,48.1,4.2,m,7,171.7,,,us,usp000fxb0,"84 km NNE of Antofagasta, Chile",,,,,1
2008-01-22T09:09:27.880Z,-31.709,-72.055,45.2,5.1,mb,117,106.2,,0.93,us,usp000fx77,"Tarapaca, Chile",,,,24,1
2008-01-22T03:25:30.400Z,-31.708,-71.84,51.6,4.1,mb,22,70.9,,0.89,us,usp000fx6s,"95 km NNE of Taltal, Chile",,8.3,,4,1
2008-01-20T04:51:30.000Z,-31.707,-69.5458,34,4,ml,7,220.6,,,us,usp000fx2q,"46 km SSW of Tocopilla, Chile",,,,,1
2008-01-18T06:57:17.200Z,-31.7063,-72.215,15,4.4,ml,19,197.7,,,us,usp000fwy0,"45 km NNW of Valparaíso, Chile",,,,,1
2008-01-17T04:52:54.100Z,-31.7063,-72.0508,28,4.3,mb,42,65.1,,,us,usp000fwvr,"60 km ESE of Teno, Chile",,,,6,1
