time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,horizontalError,depthError,magError,magNst,tipo sismicidad
2016-03-20T22:30:22.110Z,-34.382,-72.104,51.96,4.3,mb,,121,0.587,0.61,us,us20005bbb,"18 km WSW of Illapel, Chile",4.5,8.1,0.217,6,1
2016-03-20T20:01:55.320Z,-34.382,-70.601,35,4.3,mb,,97,0.075,1.26,us,us20005ba3,"35 km W of Ovalle, Chile",4.9,2,0.307,3,1
2016-03-19T18:50:28.640Z,-34.381,-71.979,24.98,4.3,mb,,133,0.219,1.34,us,us20005b20,"23 km SW of Valparaíso, Chile",2.3,5.8,0.237,6,1
2016-03-19T12:24:07.510Z,-34.38,-72.094,27.95,4.7,mb,,106,0.032,1.01,us,us20005b0g,"39 km W of Ovalle, Chile",6.1,4,0.147,14,1
2016-03-18T11:03:36.000Z,-34.379,-72.155,82.5,4,mb,,,,1.03,us,us20005aq3,"28 km NE of Victoria, Chile",8.2,7.9,0.212,6,0
2016-03-16T13:41:34.150Z,-34.378,-70.219,24.68,4.6,mb,,135,0.34,0.83,us,us20005a5t,"47 km SSW of Ovalle, Chile",5.5,7.7,0.207,7,1
2016-03-16T04:06:58.670Z,-34.377,-72.014,35.48,4.2,mb,,190,0.578,0.67,us,us20005a3f,"74 km NW of Illapel, Chile",5.1,6.5,0.236,5,1
2016-03-16T03:59:42.900Z,-34.376,-72.035,25.48,4.4,mwr,,149,0.584,1.01,us,us20005a3d,"77 km NW of Illapel, Chile",4.2,3.4,0.036,73,1
2016-03-16T03:49:32.850Z,-34.376,-71.339,25.41,5.3,mww,,92,0.571,0.76,us,us20005a3a,"68 km NW of Illapel, Chile",4.6,3.5,,,1
2016-03-15T11:44:44.670Z,-34.376,-70.501,21.79,4.5,mb,,183,0.567,0.76,us,us10004xrl,"64 km WSW of Coquimbo, Chile",3.5,7.9,0.313,3,1
2016-03-15T04:41:20.990Z,-34.375,-72.091,40.51,4.3,mb,,165,0.687,0.68,us,us10004xp5,"58 km WNW of Illapel, Chile",5,13.1,0.217,6,1
2016-03-14T13:21:53.000Z,-34.372,-71.548,33.7,4.5,mb,,,,1.82,us,us10004xee,"43 km WSW of Ovalle, Chile",4.5,5.9,0.384,2,1
2016-03-14T10:26:19.580Z,-34.372,-70.794,27.64,4.6,mb,,136,0.539,1.02,us,us10004xd6,"59 km WNW of La Ligua, Chile",5.7,5.2,0.164,11,1
2016-03-14T04:23:18.430Z,-34.371,-71.844,34.01,4.7,mb,,118,0.268,0.78,us,us10004xal,"79 km SSW of Taltal, Chile",5,4.5,0.072,58,1
2016-03-12T20:48:36.680Z,-34.37,-70.514,68.82,4.1,mb,,139,0.337,0.91,us,us20005a85,"Near the coast of Antofagasta, Chile",7,3.7,0.214,6,0
2016-03-12T16:05:15.180Z,-34.37,-70.229,36.83,5.1,mww,,117,0.423,1.27,us,us10004x18,"44 km SW of Coquimbo, Chile",2.5,4.6,,,1
2016-03-10T23:47:51.180Z,-34.37,-70.165,35.82,4,mwr,,145,1.243,1.47,us,us10004xti,"85 km NNW of Taltal, Chile",4,7.5,0.062,25,1
2016-03-10T23:08:32.320Z,-34.369,-70.471,97.51,4,mwr,,93,0.512,0.88,us,us10004xtg,"Tarapaca, Chile",2.3,5.2,0.083,14,0
2016-03-10T08:34:12.440Z,-34.364,-70.376,94.43,5,mb,,88,0.48,1.04,us,us10004wgx,"79 km ESE of Arica, Chile",6.7,6.2,0.058,96,0
2016-03-09T13:28:11.870Z,-34.363,-70.25,49.66,4.8,mww,,96,0.341,0.54,us,us10004w9z,"22 km NW of Ovalle, Chile",6.8,4.6,,,1
2016-03-09T09:40:47.840Z,-34.363,-70.214,41.42,4.2,mb,,97,0.218,0.57,us,us10004w94,"22 km SW of Ovalle, Chile",3.1,7.2,0.2,7,1
2016-03-09T06:27:29.000Z,-34.3622,-71.916,41.3,4,mwr,,,,0.62,us,us10004w8a,"46 km WSW of Santa Cruz, Chile",6,6,0.065,23,1
2016-03-08T01:27:48.980Z,-34.362,-72.114,43.72,4.1,mb,,141,0.675,0.8,us,us10004wrr,"28 km SW of Illapel, Chile",5.2,5.1,0.234,5,1
2016-03-07T06:01:18.380Z,-34.362,-72.034,38.63,4.3,mb,,116,0.694,1.26,us,us10004vt7,"79 km NW of Copiapó, Chile",6.3,7,0.153,12,1
2016-03-06T16:23:08.000Z,-34.361,-72.008,99,4.7,mb,,,,0.84,us,us10004vnu,"15 km WSW of Tacna, Peru",7.9,5.9,0.06,86,0
2016-03-05T17:31:50.290Z,-34.358,-72.411,38.22,4.5,mb,,64,0.388,1.11,us,us10004uxf,"71 km SE of Iquique, Chile",3.2,6,0.101,32,1
2016-03-04T23:50:15.500Z,-34.358,-72.089,106.56,4.1,mb,,60,0.211,0.99,us,us10004uuw,"50 km ESE of Vilcún, Chile",5.7,4.6,0.13,16,0
2016-03-04T18:58:31.600Z,-34.358,-71.977,24.63,4.5,mwr,,125,0.832,1.45,us,us10004usk,"104 km WSW of Iquique, Chile",4.9,3.6,0.05,38,1
2016-03-04T12:28:14.060Z,-34.357,-71.983,35,4,mb,,142,1.237,0.99,us,us10004un1,"59 km SW of Arica, Chile",6.5,2,0.212,6,1
2016-03-04T07:58:18.550Z,-34.356,-72.315,51.32,4.1,mb,,142,0.347,0.82,us,us10004uma,"84 km SSW of Iquique, Chile",6.2,6.1,0.185,8,1
2016-03-03T13:47:16.350Z,-34.356,-72.064,35,4.2,mb,,177,0.256,1.41,us,us10004ucr,"18 km SW of Coquimbo, Chile",4.3,2,0.236,5,1
2016-03-03T02:29:30.390Z,-34.356,-71.892,15.2,4.3,mb,,145,0.691,0.79,us,us10004u8q,"66 km W of Coquimbo, Chile",3.9,4,0.201,7,1
2016-03-02T09:49:53.740Z,-34.356,-70.222,33.44,5.2,mww,,87,0.398,0.88,us,us10004u0r,"52 km WSW of Arica, Chile",4.7,3.7,,,1
2016-03-01T23:03:37.760Z,-34.354,-71.991,19.86,4,mb,,181,1.071,0.88,us,us10004ty3,"97 km W of Illapel, Chile",5.3,4.2,0.259,4,1
2016-03-01T09:15:30.910Z,-34.353,-70.221,40.98,4,ml,,181,0.11,1.17,us,us10004tsa,"53 km W of Ovalle, Chile",5.8,15.6,,,1
2016-02-29T17:17:01.660Z,-34.351,-72.041,10,4.2,mwr,,142,1.014,0.93,us,us10004tld,"102 km W of Illapel, Chile",2.3,1.9,0.048,41,1
2016-02-29T15:32:58.270Z,-34.351,-70.825,30.45,4.1,mb,,162,0.479,1.13,us,us10004ufj,"59 km WSW of Iquique, Chile",6.1,2.9,0.368,2,1
2016-02-25T11:49:13.140Z,-34.35,-72.197,30.25,4.3,mb,,115,0.113,1.07,us,us10004skc,"51 km WSW of Ovalle, Chile",5.7,3.6,0.307,3,1
2016-02-25T11:27:54.270Z,-34.349,-71.952,37.16,4.8,mb,,103,0.166,1.17,us,us10004sk4,"34 km SW of Ovalle, Chile",6.1,6,0.068,68,1
2016-02-24T23:05:15.730Z,-34.349,-71.875,20.29,4.2,mb,,156,1.209,0.64,us,us10004syt,"76 km WSW of Taltal, Chile",6.7,6.2,0.176,9,1
2016-02-24T21:59:31.000Z,-34.348,-72.141,69.5,4.4,mb,,,,0.97,us,us10004sfm,"26 km SE of La Serena, Chile",4.8,4.5,0.127,18,0
2016-02-24T19:09:57.640Z,-34.346,-71.978,15.23,4.6,mb,,147,0.516,0.96,us,us10004sec,"Near the coast of Coquimbo, Chile",4.8,4.3,0.146,14,1
2016-02-24T17:02:04.630Z,-34.346,-71.976,24.02,4.6,mb,,144,0.377,0.84,us,us10004scj,"31 km W of Coquimbo, Chile",4,4.8,0.119,21,1
2016-02-24T02:32:58.280Z,-34.3458,-71.9827,43.29,4,mb,,166,0.469,0.93,us,us10004s91,"64 km NNW of Illapel, Chile",5.8,7,0.182,8,1
2016-02-23T10:29:15.560Z,-34.345,-70.066,47.97,4.4,mb,,108,0.222,0.34,us,us10004rzg,"17 km SSE of Quilpué, Chile",3,5.5,0.269,4,1
2016-02-23T09:50:56.000Z,-34.344,-71.728,48.7,4,ml,,,,1.08,us,us10004rz2,"24 km WSW of Ovalle, Chile",7.8,9.1,,,1
2016-02-22T21:53:52.560Z,-34.343,-72.229,6.2,4.1,mwr,,115,1.037,0.89,us,us10004rum,"86 km W of Illapel, Chile",2.3,3.4,0.045,48,1
2016-02-22T09:39:10.000Z,-34.343,-71.903,29.1,4,ml,,,,1.04,us,us10004rnt,"37 km W of Ovalle, Chile",6,8.9,,,1
2016-02-22T07:01:15.630Z,-34.341,-72.161,10,4.5,mb,,150,0.547,1.3,us,us10004rnc,"99 km W of Ovalle, Chile",3,1.8,0.242,5,1
2016-02-22T06:36:59.400Z,-34.341,-72.069,12,6,mww,,39,0.622,1.37,us,us10004rn7,"105 km WSW of Coquimbo, Chile",4.7,1.7,,,1
2016-02-20T18:23:01.530Z,-34.341,-71.999,116.24,4.5,mwr,,40,0.664,1.3,us,us10004reu,"81 km ENE of Los Andes, Chile",5.3,3.8,0.068,21,0
2016-02-20T07:03:31.290Z,-34.339,-72.158,68.22,4.3,mb,,133,0.347,0.56,us,us10004s38,"53 km S of Arica, Chile",6,6,0.177,9,0
2016-02-20T05:19:43.420Z,-34.339,-70.6002,35.52,4.3,mb,,179,0.051,0.98,us,us10004ra9,"44 km WSW of Ovalle, Chile",7.9,9.2,0.307,3,1
2016-02-19T05:33:08.350Z,-34.3384,-72.3718,23.62,4.9,mww,,82,0.088,0.7,us,us10004qzj,"37 km W of Ovalle, Chile",4.8,4.3,,,1
2016-02-18T03:52:05.310Z,-34.337,-71.942,22.59,4.1,mb,,192,0.292,0.72,us,us10004qqd,"54 km WNW of Ovalle, Chile",2.9,12.2,0.524,1,1
2016-02-18T01:32:31.210Z,-34.335,-72.182,50.77,4.6,mb,,129,0.177,0.78,us,us10004rrv,"24 km W of Ovalle, Chile",5.5,8.7,0.244,5,1
2016-02-17T15:22:31.220Z,-34.333,-69.971,11.26,4.3,mb,,187,0.428,0.86,us,us200050vw,"86 km W of Ovalle, Chile",4.3,7,0.377,2,1
2016-02-17T10:54:11.240Z,-34.332,-72.262,36.24,4.8,mb,,120,0.539,1.02,us,us200050u4,"67 km NW of Illapel, Chile",2,5.2,0.119,22,1
2016-02-16T22:48:01.330Z,-34.332,-72.032,98.88,4.1,mb,,94,0.685,0.44,us,us10004r1w,"103 km SE of Arica, Chile",4,6.6,0.261,4,0
2016-02-16T16:50:52.130Z,-34.332,-71.969,46.54,4.3,mb,,157,0.327,0.91,us,us200050lr,"30 km S of Coquimbo, Chile",6.7,8.6,0.377,2,1
2016-02-16T15:49:34.870Z,-34.332,-71.934,18.17,4.2,mb,,201,0.427,0.83,us,us200050ks,"83 km WNW of Ovalle, Chile",4.4,8.8,0.526,1,1
2016-02-16T13:21:48.000Z,-34.33,-71.995,55.1,4.4,mb,,,,1.15,us,us200050kb,"64 km SW of Taltal, Chile",2.8,7,0.536,1,1
2016-02-16T05:41:12.000Z,-34.329,-72.216,33.1,4.1,mb,,,,0.94,us,us200050hx,"85 km W of Iquique, Chile",6.5,4,0.302,3,1
2016-02-13T15:38:49.240Z,-34.329,-71.979,36.66,4.3,mb,,188,0.486,0.82,us,us200050vi,"73 km SW of Iquique, Chile",6.6,2.7,0.307,3,1
2016-02-12T22:32:04.330Z,-34.329,-71.866,62.29,4.8,mwr,,81,0.352,1.08,us,us20004zv5,"32 km NNW of Iquique, Chile",4.6,4.6,,,0
2016-02-12T21:43:15.000Z,-34.326,-72.006,55.1,4.3,mwr,,,,0.59,us,us20004zuf,"16 km SW of Illapel, Chile",4,5.6,0.057,30,1
2016-02-12T03:51:44.690Z,-34.326,-71.799,33.2,4,mb,,124,0.105,0.77,us,us20004zn5,"31 km W of Ovalle, Chile",6.7,7,0.258,4,1
2016-02-10T13:15:01.250Z,-34.325,-71.957,28.09,4.4,mb,,195,0.18,0.75,us,us20004z9q,"59 km W of Ovalle, Chile",3.5,6.8,0.309,3,1
2016-02-10T07:25:39.780Z,-34.325,-71.935,29.44,4.4,mb,,120,0.1,1.16,us,us20004z81,"44 km W of Ovalle, Chile",3.4,5.2,0.22,6,1
2016-02-10T01:14:06.380Z,-34.323,-70.309,33.84,5.1,mwr,,138,0.016,1.4,us,us20004z6p,"44 km W of Ovalle, Chile",5.1,3.1,,,1
2016-02-10T01:04:36.970Z,-34.322,-71.852,29.69,4.8,mb,,94,0.071,0.68,us,us20004z5t,"35 km W of Ovalle, Chile",6.1,4.6,0.153,13,1
2016-02-10T00:59:55.990Z,-34.321,-70.237,21.41,4.7,mb,,126,0.075,0.78,us,us20004z5s,"38 km W of Ovalle, Chile",3.9,4.3,0.097,32,1
2016-02-10T00:52:58.220Z,-34.32,-71.994,30.3,4.8,mb,,49,0.045,0.86,us,us20004z5p,"37 km W of Ovalle, Chile",5,4.4,0.125,20,1
2016-02-10T00:47:09.280Z,-34.317,-71.996,28.79,5,mb,,183,0.096,1.01,us,us20004z5r,"44 km W of Ovalle, Chile",4.4,5.1,0.162,12,1
2016-02-10T00:33:05.340Z,-34.314,-72.284,29,6.3,mww,,45,0.11,0.81,us,us20004z5b,"37 km W of Ovalle, Chile",4.5,1.8,,,1
2016-02-08T12:13:19.430Z,-34.3111,-72.3857,22.43,4.3,mwr,,115,0.987,0.93,us,us20004yq6,"81 km WNW of La Ligua, Chile",6.7,4.3,0.044,49,1
2016-02-07T02:49:34.730Z,-34.311,-71.806,11.93,4.4,mb,,150,1.146,0.76,us,us20004yhb,"95 km W of Illapel, Chile",7.3,5.9,0.267,4,1
2016-02-05T05:28:08.110Z,-34.311,-70.465,23.7,5.1,mwr,,141,0.4,0.79,us,us20004xzw,"69 km SW of Ovalle, Chile",5,4.2,,,1
2016-02-05T05:24:40.500Z,-34.309,-72.369,24.66,5,mwr,,145,0.424,0.8,us,us20004xzv,"77 km SW of Ovalle, Chile",4.6,4.2,,,1
2016-02-04T17:59:58.640Z,-34.308,-72.254,26.98,4.6,mb,,159,0.404,0.75,us,us20004yzf,"73 km SW of Ovalle, Chile",6.8,6,0.244,5,1
2016-02-04T17:55:00.740Z,-34.306,-72.109,25.27,4.9,mwr,,113,0.383,0.85,us,us20004x4m,"69 km SW of Ovalle, Chile",6,4,,,1
2016-02-03T17:20:55.500Z,-34.306,-71.996,10,4.4,mb,,158,0.362,1.19,us,us20004y5b,"81 km W of Ovalle, Chile",3.9,1.9,0.539,1,1
2016-02-03T16:08:29.580Z,-34.306,-70.226,10,4.3,mb,,195,0.796,1.21,us,us20004wtq,"81 km WNW of Coquimbo, Chile",3.4,1.8,0.217,6,1
2016-02-03T09:07:13.980Z,-34.304,-72.443,45.15,4.1,mb,,67,0.241,0.72,us,us20004wsu,"108 km NNE of Tocopilla, Chile",3,5,0.234,5,1
2016-02-01T21:27:28.010Z,-34.304,-70.539,21.99,4.2,mwr,,161,0.438,1.06,us,us20004wds,"45 km W of Iquique, Chile",4.4,2.8,0.043,51,1
2016-01-30T13:28:18.760Z,-34.304,-70.193,12.55,4.5,mwr,,151,0.675,1.47,us,us20004w1c,"75 km WSW of Valparaíso, Chile",5.1,4.8,0.038,68,1
2016-01-30T10:02:44.530Z,-34.303,-72.173,10,4.1,ml,,150,0.776,0.75,us,us20004wwh,"81 km NW of Coquimbo, Chile",4,1.4,,,1
2016-01-30T09:27:15.940Z,-34.302,-72.092,23.34,4.3,mb,,147,0.427,0.84,us,us20004w0u,"37 km SW of Coquimbo, Chile",2.7,5.8,0.218,10,1
2016-01-29T20:07:15.100Z,-34.301,-70.056,35.78,5.2,mwr,,113,0.34,1.1,us,us20004vly,"50 km SW of Coquimbo, Chile",4.7,4.1,,,1
2016-01-27T15:09:03.660Z,-34.3,-71.763,24.04,4.2,mb,,180,0.376,0.93,us,us20004v7k,"43 km NNW of Valparaíso, Chile",2.8,8.3,0.305,3,1
2016-01-27T13:16:35.900Z,-34.299,-72.021,28.05,4.5,mwr,,84,0.045,0.63,us,us20004v1z,"39 km W of Ovalle, Chile",6.3,3.9,0.044,50,1
2016-01-26T09:08:55.020Z,-34.299,-71.213,14.81,4.5,mwr,,116,0.559,1.31,us,us20004uml,"58 km WSW of Coquimbo, Chile",4.8,3.7,0.05,39,1
2016-01-26T01:35:14.310Z,-34.299,-70.258,38.41,4.5,mb,,109,0.165,0.46,us,us20004ukd,"29 km WSW of Ovalle, Chile",4.7,6.8,0.18,9,1
2016-01-26T00:19:10.020Z,-34.2985,-70.7863,7.75,4.8,mwr,,115,0.466,0.73,us,us20004ujc,"53 km NNW of Valparaíso, Chile",4.9,3.1,0.047,44,1
2016-01-25T04:35:57.970Z,-34.298,-72.148,15.16,4.5,mb,,191,1.097,0.65,us,us10004gyp,"90 km W of Illapel, Chile",7.5,6.7,0.242,5,1
2016-01-24T17:12:00.070Z,-34.298,-70.484,20.88,4.4,mwr,,172,1.139,1.06,us,us10004gv2,"78 km SSW of Pacocha, Peru",9.5,7.1,0.052,35,1
2016-01-21T13:36:09.800Z,-34.296,-72.335,42.32,4.2,mwr,,176,0.291,0.83,us,us10004g3e,"41 km NW of Ovalle, Chile",6.1,6.5,0.05,39,1
2016-01-21T06:07:02.290Z,-34.294,-72.251,56.11,4.2,mb,,118,0.32,0.84,us,us10004fzl,"10 km WNW of Ovalle, Chile",6.8,9.7,0.371,2,1
2016-01-20T07:24:50.730Z,-34.293,-72.135,29.27,4.5,mb,,107,0.104,0.92,us,us20004uqq,"45 km W of Ovalle, Chile",6.1,3.6,0.192,8,1
2016-01-19T21:45:27.990Z,-34.293,-71.906,28.45,4,mwr,,185,0.23,0.65,us,us10004gfl,"45 km WNW of Ovalle, Chile",5.7,5.9,0.063,24,1
2016-01-19T07:08:48.030Z,-34.292,-70.426,74.68,4.3,mb,,133,1.017,0.78,us,us10004fif,"30 km WSW of Salamanca, Chile",4.7,6.9,0.154,12,0
2016-01-17T17:05:38.400Z,-34.29,-72.123,36.87,5,mb,,139,1.278,1.31,us,us10004f80,"80 km W of Diego de Almagro, Chile",1.9,6.5,0.17,11,1
2016-01-16T20:36:40.000Z,-34.29,-71.891,29.2,4.2,mb,,,,0.83,us,us20004zn3,"69 km NW of Illapel, Chile",4.8,2.8,0.236,5,1
2016-01-14T00:29:40.450Z,-34.2896,-72.4236,97.45,4.4,mb,,56,0.707,1.39,us,us10004fmy,"73 km E of Vallenar, Chile",5.3,6,0.161,11,0
2016-01-13T12:20:39.580Z,-34.289,-72.026,55.05,4.8,mww,,127,0.676,0.92,us,us10004e2m,"90 km S of Arica, Chile",4.7,4.7,,,1
2016-01-13T08:22:08.000Z,-34.288,-72.265,49,4.1,mb,,,,1.13,us,us10004dyj,"34 km W of Las Yaras, Peru",9.3,7.8,0.369,2,1
2016-01-12T19:01:53.600Z,-34.288,-71.963,32.3,4.1,mwr,,113,0.031,1.27,us,us10004dt3,"39 km W of Ovalle, Chile",3.8,4.9,0.068,21,1
2016-01-11T21:16:34.270Z,-34.288,-70.15,29.4,4.1,mb,,156,0.552,0.54,us,us10004dln,"68 km NW of Illapel, Chile",6.4,6.9,0.235,5,1
2016-01-10T13:33:35.760Z,-34.287,-70.158,26.22,5,mwr,,58,0.659,0.89,us,us10004db0,"65 km WNW of Illapel, Chile",4.8,3.3,,,1
2016-01-08T18:41:01.450Z,-34.286,-71.955,87.29,4.6,mb,,78,0.192,0.73,us,us10004ceg,"13 km S of Los Andes, Chile",5.1,4.1,0.122,22,0
2016-01-08T03:11:28.000Z,-34.284,-72.373,4.53,4.6,mb,,143,0.822,0.97,us,us10004cam,"83 km WNW of Coquimbo, Chile",3.4,3.7,0.133,17,1
2016-01-08T03:00:54.330Z,-34.282,-72.383,27.1,4.2,mb,,159,0.724,1.09,us,us10004efw,"43 km W of Ovalle, Chile",7.1,6.5,0.304,3,1
2016-01-08T01:39:13.600Z,-34.282,-71.915,10.31,4.3,mb,,191,0.168,1.11,us,us10004egl,"58 km W of Ovalle, Chile",6.2,1.6,0.53,1,1
2016-01-08T01:12:01.020Z,-34.2812,-72.3734,24.03,5.7,mww,,76,0.01,0.79,us,us10004c96,"42 km W of Ovalle, Chile",4.6,3,,,1
2016-01-07T02:09:43.600Z,-34.28,-72.316,30.28,4.5,mb,,140,0.046,0.4,us,us10004byi,"43 km W of Ovalle, Chile",4.4,5.2,0.157,12,1
2016-01-06T12:41:07.730Z,-34.278,-70.19,31.38,4.4,mwr,,136,0.471,0.83,us,us10004bt4,"57 km NNW of Tocopilla, Chile",4,4.8,0.051,37,1
2016-01-06T05:10:23.000Z,-34.277,-72.171,27,4,ml,,,,0.94,us,us10004bpe,,2.5,8.3,,,1
2016-01-06T02:13:30.540Z,-34.277,-71.983,42.01,4,mb,,179,1.014,1.04,us,us10004c4l,"79 km S of Pacocha, Peru",10,19.2,0.368,2,1
2016-01-04T15:16:11.150Z,-34.2757,-72.0686,28.5,4.3,mb,,189,0.295,0.76,us,us10004b7x,"72 km WSW of Ovalle, Chile",6.7,3.6,0.377,2,1
2016-01-03T17:02:23.810Z,-34.275,-72.042,10,4.1,mwr,,85,0.856,0.6,us,us10004b1h,"90 km NW of Coquimbo, Chile",2.8,1.9,0.054,33,1
2016-01-02T14:15:44.700Z,-34.275,-71.969,10,4.5,mb,,193,0.614,0.93,us,us10004avp,"104 km WSW of Coquimbo, Chile",4.3,1.8,0.27,4,1
2016-01-01T10:28:52.940Z,-34.274,-70.475,19.64,4,mwr,,147,0.762,0.71,us,us10004aq7,"98 km WNW of Santa Cruz, Chile",4.2,4.6,0.056,31,1
2016-01-01T06:03:32.400Z,-34.273,-72.473,30.65,4.4,mb,,169,0.846,0.96,us,us10004api,"37 km WNW of Illapel, Chile",2.6,6.7,0.179,9,1
2016-01-01T05:46:17.430Z,-34.273,-72.199,7.13,4.4,mb,,191,0.254,0.76,us,us10004aph,"63 km WSW of Ovalle, Chile",6.3,3.8,0.38,2,1
2015-12-30T21:29:23.040Z,-34.273,-72.122,25.62,4.5,mb,,180,0.085,0.94,us,us10004ahx,"52 km W of Ovalle, Chile",3.9,5.4,0.192,8,1
2015-12-28T14:36:45.590Z,-34.273,-72.113,10,4.5,mb,,181,0.839,0.85,us,us10004a3m,"89 km NW of Coquimbo, Chile",5.5,1.9,0.181,9,1
2015-12-28T07:25:36.000Z,-34.273,-72.112,117.1,4.3,mb,,,,0.67,us,us10004a26,"34 km ENE of Salamanca, Chile",4.9,5.6,0.201,7,0
2015-12-28T02:08:24.560Z,-34.272,-72.29,10,4.3,mb,,194,0.774,1.22,us,us10004a0s,"76 km W of Coquimbo, Chile",3.1,2,0.377,2,1
2015-12-27T23:47:10.410Z,-34.272,-71.787,37.7,4.4,mwr,,180,1.093,0.76,us,us10004a0b,"53 km WSW of Illapel, Chile",5.4,6.6,0.05,39,1
2015-12-27T16:13:51.380Z,-34.271,-72.243,48.92,4,mb,,92,0.267,1.33,us,us10004bij,"15 km SW of Ovalle, Chile",4.7,8.1,0.3,3,1
2015-12-27T10:57:28.930Z,-34.2685,-72.268,35,4.1,mwr,,194,1.059,0.66,us,us100049vn,"83 km W of Illapel, Chile",9.2,2,0.046,46,1
2015-12-26T23:50:30.210Z,-34.2681,-70.7935,10,4.1,mb,,193,1.147,0.62,us,us100049rw,"87 km W of Illapel, Chile",4.2,1.9,0.198,7,1
2015-12-26T18:53:22.570Z,-34.268,-72.323,9.97,4.2,mwr,,144,1.155,1.22,us,us100049qk,"92 km W of Illapel, Chile",5.6,4.6,0.05,39,1
2015-12-26T17:59:37.100Z,-34.268,-72.128,10,4.6,mwr,,132,1.14,0.79,us,us100049q7,"86 km W of Illapel, Chile",5.7,1.8,0.073,18,1
2015-12-26T17:58:08.250Z,-34.267,-72.171,11.66,5,mww,,77,1.169,0.93,us,us100049py,"96 km W of Illapel, Chile",4.2,1.4,,,1
2015-12-26T11:42:18.260Z,-34.267,-70.779,52.04,4.7,mb,,93,0.186,0.55,us,us10004apz,"17 km ENE of Arica, Chile",4.6,8.6,0.159,12,1
2015-12-25T20:11:17.600Z,-34.266,-71.692,8.8,4.4,mb,,178,0.785,1.24,us,us100049iu,"82 km W of La Ligua, Chile",5.7,5.1,0.169,12,1
2015-12-25T15:11:49.920Z,-34.264,-70.399,35,4.5,mb,,79,0.215,1.47,us,us100049h4,"Near the coast of Coquimbo, Chile",4.5,1.9,0.145,14,1
2015-12-25T04:02:24.670Z,-34.262,-72.228,3.12,4.1,mb,,190,0.747,0.65,us,us10004bab,"69 km WNW of La Ligua, Chile",4.5,6.8,0.261,4,1
2015-12-25T02:39:29.370Z,-34.261,-71.869,24.07,4.1,mb,,191,1.218,0.72,us,us10004bac,"102 km W of Illapel, Chile",4.9,10,0.371,2,1
2015-12-23T09:15:38.010Z,-34.26,-72.272,44.27,4.6,mb,,139,0.407,1,us,us1000490c,"54 km SSW of Ovalle, Chile",5.7,5.8,0.122,20,1
2015-12-23T01:40:04.700Z,-34.258,-71.913,23.36,4.3,mb,,147,0.333,0.91,us,us100048yl,"38 km NNW of Valparaíso, Chile",3.7,6.4,0.307,3,1
2015-12-22T18:46:40.100Z,-34.256,-72.286,53.46,4.2,mwr,,87,0.318,0.88,us,us100048vz,"24 km SSW of Ovalle, Chile",4.7,2.9,0.068,21,1
2015-12-21T17:04:52.530Z,-34.255,-72.443,42.98,4.5,mb,,142,0.842,0.63,us,us10004999,"42 km WNW of Illapel, Chile",7,8,0.221,6,1
2015-12-19T19:25:05.560Z,-34.255,-72.331,48.34,5.8,mww,,16,0.291,0.96,us,us100048du,"10 km W of Ovalle, Chile",5.7,2.9,,,1
2015-12-18T02:34:37.030Z,-34.255,-72.286,30.12,4.1,mwr,,142,0.1,0.82,us,us10004821,"43 km W of Ovalle, Chile",5.2,4.6,0.046,46,1
2015-12-17T22:56:17.940Z,-34.255,-71.988,32.88,4.1,mwr,,187,0.078,0.71,us,us1000481f,"43 km W of Ovalle, Chile",5.4,7,0.059,28,1
2015-12-17T22:02:34.460Z,-34.255,-71.674,28.43,4,ml,,193,0.82,0.53,us,us100048rv,"70 km WNW of Illapel, Chile",4.8,12.1,,,1
2015-12-17T15:44:06.590Z,-34.254,-72.185,10,4.4,mb,,151,0.426,1.29,us,us100048rm,"86 km W of Ovalle, Chile",3.2,1.9,0.24,5,1
2015-12-17T06:55:57.000Z,-34.254,-72.044,25.1,4,mwr,,,,0.69,us,us100047v2,"52 km WNW of Ovalle, Chile",7,5.3,0.053,34,1
2015-12-17T04:18:59.300Z,-34.254,-71.902,46.58,4.2,mwr,,89,0.224,0.55,us,us100047ul,"28 km SW of Ovalle, Chile",5.2,4.9,0.056,31,1
2015-12-16T00:35:58.940Z,-34.252,-72.312,98.73,4.1,mb,,130,0.429,1.1,us,us20004hh1,"33 km NE of Copiapó, Chile",5.7,4.6,0.175,9,0
2015-12-15T20:37:57.660Z,-34.251,-72.084,35.47,4.4,mb,,62,0.129,1.11,us,us20004hed,"39 km WSW of Ovalle, Chile",4,7.2,0.179,11,1
2015-12-15T04:51:03.760Z,-34.249,-72.268,10.31,4.3,mwr,,148,0.862,0.96,us,us20004h9q,"91 km NW of Coquimbo, Chile",2.4,4.5,0.055,32,1
2015-12-15T04:22:57.240Z,-34.249,-72.107,19.78,4,mb,,192,0.229,0.69,us,us20004h9m,"66 km W of Ovalle, Chile",6,5.3,0.212,6,1
2015-12-14T09:12:17.240Z,-34.249,-72.101,10,4.5,mb,,150,0.556,1.21,us,us20004h0s,"93 km WSW of Coquimbo, Chile",4.3,1.7,0.164,11,1
2015-12-13T17:31:07.690Z,-34.249,-72.095,10,4.8,mwr,,173,0.399,1.06,us,us20004gx7,"84 km W of Ovalle, Chile",4.7,1.9,,,1
